DeviceName,DeviceType,Timestamp,UOM1,UOM1Value,UOM2,UOM2Value
GAS481,GAS,20240313 10:43:45,CF,56.6581510,PSI,1.2026191
H2O481,H2O,20240313 10:43:45,CM,87.7544171,TEMPCelsius,0.3799209
ELEC482,ELECTRIC,20240313 10:43:45,kWH,58.2902261,kVA,7.4314631
GPS482,GPS,20240313 10:43:45,Latitude,51.8372476,Longitude,-110.9008645
GAS482,GAS,20240313 10:43:45,CF,11.6385283,PSI,1.3111934
H2O482,H2O,20240313 10:43:45,CM,49.2065337,TEMPCelsius,1.3957284
ELEC483,ELECTRIC,20240313 10:43:45,kWH,24.7327589,kVA,2.1153342
GPS483,GPS,20240313 10:43:45,Latitude,50.6953028,Longitude,-110.1383934
GAS483,GAS,20240313 10:43:45,CF,46.1214561,PSI,0.7720086
H2O483,H2O,20240313 10:43:45,CM,89.976283,TEMPCelsius,11.4234108
ELEC484,ELECTRIC,20240313 10:43:45,kWH,34.4778033,kVA,2.8872469
GPS484,GPS,20240313 10:43:45,Latitude,50.3205780,Longitude,-111.1940130
GAS484,GAS,20240313 10:43:45,CF,2.361226,PSI,1.2347440
H2O484,H2O,20240313 10:43:45,CM,97.7020738,TEMPCelsius,6.8820301
ELEC485,ELECTRIC,20240313 10:43:45,kWH,65.4686610,kVA,3.3982574
GPS485,GPS,20240313 10:43:45,Latitude,50.4018618,Longitude,-111.1669308
GAS485,GAS,20240313 10:43:45,CF,3.7099167,PSI,0.5203795
H2O485,H2O,20240313 10:43:45,CM,95.3982746,TEMPCelsius,7.3033565
ELEC486,ELECTRIC,20240313 10:43:45,kWH,54.9382754,kVA,4.693666
GPS486,GPS,20240313 10:43:45,Latitude,50.9440518,Longitude,-110.8415758
GAS486,GAS,20240313 10:43:45,CF,27.2296511,PSI,1.5500124
H2O486,H2O,20240313 10:43:45,CM,80.202797,TEMPCelsius,10.6265236
ELEC487,ELECTRIC,20240313 10:43:45,kWH,58.7454460,kVA,7.1647338
GPS487,GPS,20240313 10:43:45,Latitude,49.5831982,Longitude,-111.2033639
GAS487,GAS,20240313 10:43:45,CF,41.9144471,PSI,0.3356164
H2O487,H2O,20240313 10:43:45,CM,68.3267130,TEMPCelsius,16.9221264
ELEC488,ELECTRIC,20240313 10:43:45,kWH,6.445128,kVA,9.7883554
GPS488,GPS,20240313 10:43:45,Latitude,50.5890064,Longitude,-110.983513
GAS488,GAS,20240313 10:43:45,CF,78.1476643,PSI,0.6478574
H2O488,H2O,20240313 10:43:45,CM,42.3849357,TEMPCelsius,21.9908094
ELEC489,ELECTRIC,20240313 10:43:45,kWH,28.7399997,kVA,4.2151961
GPS489,GPS,20240313 10:43:45,Latitude,50.2548059,Longitude,-110.1042747
GAS489,GAS,20240313 10:43:45,CF,19.6385439,PSI,0.8720921
H2O489,H2O,20240313 10:43:45,CM,63.1830438,TEMPCelsius,25.9410709
ELEC490,ELECTRIC,20240313 10:43:45,kWH,94.6043184,kVA,2.7896595
GPS490,GPS,20240313 10:43:45,Latitude,51.9233754,Longitude,-110.8224079
GAS490,GAS,20240313 10:43:45,CF,37.155484,PSI,1.4860994
H2O490,H2O,20240313 10:43:45,CM,30.562785,TEMPCelsius,13.4787670
ELEC491,ELECTRIC,20240313 10:43:45,kWH,31.7071571,kVA,7.720025
GPS491,GPS,20240313 10:43:45,Latitude,51.4768117,Longitude,-111.3196515
GAS491,GAS,20240313 10:43:45,CF,22.2746071,PSI,0.332056
H2O491,H2O,20240313 10:43:45,CM,15.8733960,TEMPCelsius,6.1663682
ELEC492,ELECTRIC,20240313 10:43:45,kWH,3.4546056,kVA,9.6532013
GPS492,GPS,20240313 10:43:45,Latitude,50.4941237,Longitude,-110.8827268
GAS492,GAS,20240313 10:43:45,CF,62.4108412,PSI,1.9515443
H2O492,H2O,20240313 10:43:45,CM,11.3152266,TEMPCelsius,2.9630091
ELEC493,ELECTRIC,20240313 10:43:45,kWH,77.9092163,kVA,2.3880634
GPS493,GPS,20240313 10:43:45,Latitude,49.4494667,Longitude,-111.3962091
GAS493,GAS,20240313 10:43:45,CF,82.5131869,PSI,1.694042
H2O493,H2O,20240313 10:43:45,CM,46.7308782,TEMPCelsius,21.3019227
ELEC494,ELECTRIC,20240313 10:43:45,kWH,79.4168463,kVA,1.2050429
GPS494,GPS,20240313 10:43:45,Latitude,51.6022484,Longitude,-110.6563513
GAS494,GAS,20240313 10:43:45,CF,50.3904761,PSI,0.2354281
H2O494,H2O,20240313 10:43:45,CM,54.7109729,TEMPCelsius,25.2482548
ELEC495,ELECTRIC,20240313 10:43:45,kWH,73.7402465,kVA,3.9149922
GPS495,GPS,20240313 10:43:45,Latitude,51.339413,Longitude,-111.2517458
GAS495,GAS,20240313 10:43:45,CF,38.2645993,PSI,0.9821302
H2O495,H2O,20240313 10:43:45,CM,20.1978759,TEMPCelsius,24.4906908
ELEC496,ELECTRIC,20240313 10:43:45,kWH,86.6860684,kVA,1.1333978
GPS496,GPS,20240313 10:43:45,Latitude,51.3581718,Longitude,-111.3528466
GAS496,GAS,20240313 10:43:45,CF,49.2875139,PSI,0.2100834
H2O496,H2O,20240313 10:43:45,CM,20.2782542,TEMPCelsius,19.7544701
ELEC497,ELECTRIC,20240313 10:43:45,kWH,28.8149249,kVA,2.3876435
GPS497,GPS,20240313 10:43:45,Latitude,50.8473348,Longitude,-111.7819185
GAS497,GAS,20240313 10:43:45,CF,87.1943312,PSI,1.2139233
H2O497,H2O,20240313 10:43:45,CM,45.1963602,TEMPCelsius,2.8769863
ELEC498,ELECTRIC,20240313 10:43:45,kWH,74.5080331,kVA,9.3360896
GPS498,GPS,20240313 10:43:45,Latitude,50.9677185,Longitude,-111.2664806
GAS498,GAS,20240313 10:43:45,CF,36.4710852,PSI,1.346371
H2O498,H2O,20240313 10:43:45,CM,95.6520139,TEMPCelsius,5.1890461
ELEC499,ELECTRIC,20240313 10:43:45,kWH,15.392503,kVA,3.2186059
GPS499,GPS,20240313 10:43:45,Latitude,49.1012651,Longitude,-111.3759029
GAS499,GAS,20240313 10:43:45,CF,47.1292258,PSI,1.2172878
H2O499,H2O,20240313 10:43:45,CM,54.2544121,TEMPCelsius,25.5383521
ELEC500,ELECTRIC,20240313 10:43:45,kWH,45.1250414,kVA,7.9533492
GPS500,GPS,20240313 10:43:45,Latitude,51.3812792,Longitude,-111.6476811
GAS500,GAS,20240313 10:43:45,CF,33.1589362,PSI,0.6393441
H2O500,H2O,20240313 10:43:45,CM,71.2016371,TEMPCelsius,26.7335811
ELEC501,ELECTRIC,20240313 10:43:45,kWH,95.5589014,kVA,5.6981267
GPS501,GPS,20240313 10:43:45,Latitude,49.4283565,Longitude,-111.1162179
GAS501,GAS,20240313 10:43:45,CF,66.7116475,PSI,0.1593398
H2O501,H2O,20240313 10:43:45,CM,84.3343126,TEMPCelsius,19.3171043
ELEC502,ELECTRIC,20240313 10:43:45,kWH,23.8042948,kVA,3.2434547
GPS502,GPS,20240313 10:43:45,Latitude,49.2775194,Longitude,-110.4441665
GAS502,GAS,20240313 10:43:45,CF,15.2340481,PSI,0.7042877
H2O502,H2O,20240313 10:43:45,CM,52.4950812,TEMPCelsius,12.8583504
ELEC503,ELECTRIC,20240313 10:43:45,kWH,77.611620,kVA,5.4420515
GPS503,GPS,20240313 10:43:45,Latitude,49.3555714,Longitude,-110.8981340
GAS503,GAS,20240313 10:43:45,CF,52.8253072,PSI,1.8330449
H2O503,H2O,20240313 10:43:45,CM,98.5378134,TEMPCelsius,-3.2009642
ELEC504,ELECTRIC,20240313 10:43:45,kWH,13.5345864,kVA,1.9596704
GPS504,GPS,20240313 10:43:45,Latitude,49.4464579,Longitude,-111.9217508
GAS504,GAS,20240313 10:43:45,CF,69.7794241,PSI,1.6184484
H2O504,H2O,20240313 10:43:45,CM,73.5253636,TEMPCelsius,24.9315032
ELEC505,ELECTRIC,20240313 10:43:45,kWH,13.6314102,kVA,8.6032638
GPS505,GPS,20240313 10:43:45,Latitude,50.2920213,Longitude,-110.6753422
GAS505,GAS,20240313 10:43:45,CF,55.4371650,PSI,0.7180751
H2O505,H2O,20240313 10:43:45,CM,10.5220815,TEMPCelsius,18.2492548
ELEC506,ELECTRIC,20240313 10:43:45,kWH,79.231258,kVA,4.1418617
GPS506,GPS,20240313 10:43:45,Latitude,49.4462720,Longitude,-110.2329078
GAS506,GAS,20240313 10:43:45,CF,21.9034657,PSI,1.7139227
H2O506,H2O,20240313 10:43:45,CM,71.6869962,TEMPCelsius,0.5515371
ELEC507,ELECTRIC,20240313 10:43:45,kWH,46.3622124,kVA,5.319418
GPS507,GPS,20240313 10:43:45,Latitude,49.4207121,Longitude,-110.7425595
GAS507,GAS,20240313 10:43:45,CF,34.7436569,PSI,1.3168030
H2O507,H2O,20240313 10:43:45,CM,59.4564175,TEMPCelsius,4.9308916
ELEC508,ELECTRIC,20240313 10:43:45,kWH,1.9316980,kVA,3.8256880
GPS508,GPS,20240313 10:43:45,Latitude,50.6307664,Longitude,-111.8363914
GAS508,GAS,20240313 10:43:45,CF,4.528286,PSI,0.9516908
H2O508,H2O,20240313 10:43:45,CM,68.7519223,TEMPCelsius,20.6230870
ELEC509,ELECTRIC,20240313 10:43:45,kWH,37.7944079,kVA,6.3853173
GPS509,GPS,20240313 10:43:45,Latitude,50.5697343,Longitude,-110.2594953
GAS509,GAS,20240313 10:43:45,CF,12.8861369,PSI,0.4388775
H2O509,H2O,20240313 10:43:45,CM,94.1437733,TEMPCelsius,11.4573860
ELEC510,ELECTRIC,20240313 10:43:45,kWH,3.94302,kVA,9.1949684
GPS510,GPS,20240313 10:43:45,Latitude,51.8341660,Longitude,-111.153917
GAS510,GAS,20240313 10:43:45,CF,97.3266295,PSI,1.5073297
H2O510,H2O,20240313 10:43:45,CM,24.5761615,TEMPCelsius,19.8125448
ELEC511,ELECTRIC,20240313 10:43:45,kWH,57.7198394,kVA,0.2352596
GPS511,GPS,20240313 10:43:45,Latitude,51.7367865,Longitude,-111.7435639
GAS511,GAS,20240313 10:43:45,CF,36.6886808,PSI,0.2804795
H2O511,H2O,20240313 10:43:45,CM,47.4895636,TEMPCelsius,28.9445729
ELEC512,ELECTRIC,20240313 10:43:45,kWH,33.7078208,kVA,6.9276375
GPS512,GPS,20240313 10:43:45,Latitude,49.1169761,Longitude,-110.197284
GAS512,GAS,20240313 10:43:45,CF,50.3746763,PSI,1.6555625
H2O512,H2O,20240313 10:43:45,CM,91.640580,TEMPCelsius,15.1869264
ELEC513,ELECTRIC,20240313 10:43:45,kWH,71.9559940,kVA,5.6870792
GPS513,GPS,20240313 10:43:45,Latitude,51.350303,Longitude,-110.6580061
GAS513,GAS,20240313 10:43:45,CF,18.9586470,PSI,1.4657432
H2O513,H2O,20240313 10:43:45,CM,59.9696282,TEMPCelsius,0.7436581
ELEC514,ELECTRIC,20240313 10:43:45,kWH,17.8350109,kVA,3.9904238
GPS514,GPS,20240313 10:43:45,Latitude,51.9545268,Longitude,-111.3731232
GAS514,GAS,20240313 10:43:45,CF,38.6583726,PSI,0.5990866
H2O514,H2O,20240313 10:43:45,CM,7.5669711,TEMPCelsius,-3.7786426
ELEC515,ELECTRIC,20240313 10:43:45,kWH,3.9727660,kVA,8.5543328
GPS515,GPS,20240313 10:43:45,Latitude,50.7960518,Longitude,-110.6471451
GAS515,GAS,20240313 10:43:45,CF,26.283982,PSI,1.1124393
H2O515,H2O,20240313 10:43:45,CM,31.4263662,TEMPCelsius,5.8329694
ELEC516,ELECTRIC,20240313 10:43:45,kWH,30.2777466,kVA,3.8853183
GPS516,GPS,20240313 10:43:45,Latitude,51.3094736,Longitude,-110.5781858
GAS516,GAS,20240313 10:43:45,CF,64.1813225,PSI,0.1998563
H2O516,H2O,20240313 10:43:45,CM,82.5427611,TEMPCelsius,24.9895805
ELEC517,ELECTRIC,20240313 10:43:45,kWH,75.8954724,kVA,2.9518111
GPS517,GPS,20240313 10:43:45,Latitude,49.2015642,Longitude,-111.2577719
GAS517,GAS,20240313 10:43:45,CF,98.7752830,PSI,1.3836333
H2O517,H2O,20240313 10:43:45,CM,95.6907537,TEMPCelsius,12.1453643
ELEC518,ELECTRIC,20240313 10:43:45,kWH,31.2861291,kVA,4.1434885
GPS518,GPS,20240313 10:43:45,Latitude,51.1457868,Longitude,-110.3636124
GAS518,GAS,20240313 10:43:45,CF,32.8289722,PSI,0.5152646
H2O518,H2O,20240313 10:43:45,CM,78.8013824,TEMPCelsius,16.6596192
ELEC519,ELECTRIC,20240313 10:43:45,kWH,74.7806782,kVA,5.5970399
GPS519,GPS,20240313 10:43:45,Latitude,51.7983750,Longitude,-111.1393163
GAS519,GAS,20240313 10:43:45,CF,85.993517,PSI,0.758456
H2O519,H2O,20240313 10:43:45,CM,86.5494556,TEMPCelsius,19.7969038
ELEC520,ELECTRIC,20240313 10:43:45,kWH,37.5671203,kVA,2.1553719
GPS520,GPS,20240313 10:43:45,Latitude,50.2255553,Longitude,-111.1920988
GAS520,GAS,20240313 10:43:45,CF,15.1748517,PSI,1.8054528
H2O520,H2O,20240313 10:43:45,CM,59.6091643,TEMPCelsius,3.4159667
ELEC521,ELECTRIC,20240313 10:43:45,kWH,70.737173,kVA,6.6059367
GPS521,GPS,20240313 10:43:45,Latitude,49.9084455,Longitude,-110.9882795
GAS521,GAS,20240313 10:43:45,CF,16.453092,PSI,0.64515
H2O521,H2O,20240313 10:43:45,CM,4.9137099,TEMPCelsius,-2.6479088
ELEC522,ELECTRIC,20240313 10:43:45,kWH,19.2807044,kVA,6.6680466
GPS522,GPS,20240313 10:43:45,Latitude,50.5021638,Longitude,-110.2953866
GAS522,GAS,20240313 10:43:45,CF,83.4250363,PSI,0.7116017
H2O522,H2O,20240313 10:43:45,CM,25.1615455,TEMPCelsius,-1.4384213
ELEC523,ELECTRIC,20240313 10:43:45,kWH,8.8251483,kVA,5.2815907
GPS523,GPS,20240313 10:43:45,Latitude,49.1175103,Longitude,-110.8366151
GAS523,GAS,20240313 10:43:45,CF,30.7390401,PSI,1.7270160
H2O523,H2O,20240313 10:43:45,CM,4.777787,TEMPCelsius,7.6542764
ELEC524,ELECTRIC,20240313 10:43:45,kWH,94.9664833,kVA,5.4617674
GPS524,GPS,20240313 10:43:45,Latitude,50.3891204,Longitude,-110.1390041
GAS524,GAS,20240313 10:43:45,CF,89.4495171,PSI,1.1876977
H2O524,H2O,20240313 10:43:45,CM,20.8822157,TEMPCelsius,23.3591785
ELEC525,ELECTRIC,20240313 10:43:45,kWH,40.1010741,kVA,3.9395572
GPS525,GPS,20240313 10:43:45,Latitude,51.1290695,Longitude,-110.3525603
GAS525,GAS,20240313 10:43:45,CF,68.8032837,PSI,1.8644031
H2O525,H2O,20240313 10:43:45,CM,94.7943584,TEMPCelsius,9.6258937
ELEC526,ELECTRIC,20240313 10:43:45,kWH,54.7687006,kVA,7.9136720
GPS526,GPS,20240313 10:43:45,Latitude,49.8038056,Longitude,-110.5913308
GAS526,GAS,20240313 10:43:45,CF,7.9249138,PSI,1.4944547
H2O526,H2O,20240313 10:43:45,CM,93.7749319,TEMPCelsius,19.9472044
ELEC527,ELECTRIC,20240313 10:43:45,kWH,2.6792431,kVA,5.1727361
GPS527,GPS,20240313 10:43:45,Latitude,51.9668825,Longitude,-110.7044401
GAS527,GAS,20240313 10:43:45,CF,43.4400485,PSI,1.4675517
H2O527,H2O,20240313 10:43:45,CM,40.7024671,TEMPCelsius,1.7683653
ELEC528,ELECTRIC,20240313 10:43:45,kWH,1.7821355,kVA,1.3724189
GPS528,GPS,20240313 10:43:45,Latitude,49.8573989,Longitude,-111.4520763
GAS528,GAS,20240313 10:43:45,CF,0.1043439,PSI,0.5832283
H2O528,H2O,20240313 10:43:45,CM,84.7950586,TEMPCelsius,2.7390493
ELEC529,ELECTRIC,20240313 10:43:45,kWH,34.768955,kVA,6.4522406
GPS529,GPS,20240313 10:43:45,Latitude,50.3012886,Longitude,-110.3982571
GAS529,GAS,20240313 10:43:45,CF,87.9737138,PSI,0.6646534
H2O529,H2O,20240313 10:43:45,CM,74.1910207,TEMPCelsius,20.4662294
ELEC530,ELECTRIC,20240313 10:43:45,kWH,47.1362046,kVA,7.7568557
GPS530,GPS,20240313 10:43:45,Latitude,51.4226814,Longitude,-110.8430774
GAS530,GAS,20240313 10:43:45,CF,55.6115687,PSI,0.8887954
H2O530,H2O,20240313 10:43:45,CM,99.2250416,TEMPCelsius,28.3644834
ELEC531,ELECTRIC,20240313 10:43:45,kWH,40.9769464,kVA,1.4280618
GPS531,GPS,20240313 10:43:45,Latitude,51.2945012,Longitude,-111.1048486
GAS531,GAS,20240313 10:43:45,CF,2.7674400,PSI,0.3903384
H2O531,H2O,20240313 10:43:45,CM,62.4862012,TEMPCelsius,-1.7668523
ELEC532,ELECTRIC,20240313 10:43:45,kWH,53.9636839,kVA,5.2921601
GPS532,GPS,20240313 10:43:45,Latitude,49.3524164,Longitude,-111.9452766
GAS532,GAS,20240313 10:43:45,CF,98.970786,PSI,0.5831186
H2O532,H2O,20240313 10:43:45,CM,79.8358686,TEMPCelsius,-3.1674628
ELEC533,ELECTRIC,20240313 10:43:45,kWH,64.8167408,kVA,1.1323823
GPS533,GPS,20240313 10:43:45,Latitude,51.1390667,Longitude,-110.7148276
GAS533,GAS,20240313 10:43:45,CF,92.8424596,PSI,0.5667529
H2O533,H2O,20240313 10:43:45,CM,47.6750016,TEMPCelsius,9.613005
ELEC534,ELECTRIC,20240313 10:43:45,kWH,85.4226645,kVA,9.6358649
GPS534,GPS,20240313 10:43:45,Latitude,50.9672993,Longitude,-111.8273250
GAS534,GAS,20240313 10:43:45,CF,11.1896630,PSI,0.8953038
H2O534,H2O,20240313 10:43:45,CM,79.3242700,TEMPCelsius,23.1899634
ELEC535,ELECTRIC,20240313 10:43:45,kWH,67.8559054,kVA,6.3083110
GPS535,GPS,20240313 10:43:45,Latitude,50.2194973,Longitude,-110.8074141
GAS535,GAS,20240313 10:43:45,CF,34.6189904,PSI,1.9293478
H2O535,H2O,20240313 10:43:45,CM,63.4394649,TEMPCelsius,-2.7673939
ELEC536,ELECTRIC,20240313 10:43:45,kWH,6.2922730,kVA,4.9718923
GPS536,GPS,20240313 10:43:45,Latitude,49.1391563,Longitude,-111.9882160
GAS536,GAS,20240313 10:43:45,CF,30.4671633,PSI,1.615498
H2O536,H2O,20240313 10:43:45,CM,87.1806947,TEMPCelsius,27.3880631
ELEC537,ELECTRIC,20240313 10:43:45,kWH,36.1068409,kVA,7.8980764
GPS537,GPS,20240313 10:43:45,Latitude,51.2385741,Longitude,-110.4096867
GAS537,GAS,20240313 10:43:45,CF,45.3626668,PSI,0.7728131
H2O537,H2O,20240313 10:43:45,CM,48.1022372,TEMPCelsius,21.972883
ELEC538,ELECTRIC,20240313 10:43:45,kWH,66.256164,kVA,5.2296572
GPS538,GPS,20240313 10:43:45,Latitude,49.8997606,Longitude,-110.1976207
GAS538,GAS,20240313 10:43:45,CF,35.3340686,PSI,0.1244349
H2O538,H2O,20240313 10:43:45,CM,98.2906275,TEMPCelsius,21.276822
ELEC539,ELECTRIC,20240313 10:43:45,kWH,81.4029061,kVA,2.6312854
GPS539,GPS,20240313 10:43:45,Latitude,50.4876873,Longitude,-111.9491321
GAS539,GAS,20240313 10:43:45,CF,38.8134655,PSI,1.4374160
H2O539,H2O,20240313 10:43:45,CM,67.3274874,TEMPCelsius,11.6495161
ELEC540,ELECTRIC,20240313 10:43:45,kWH,1.3936637,kVA,0.6715432
GPS540,GPS,20240313 10:43:45,Latitude,50.2438661,Longitude,-110.3598331
GAS540,GAS,20240313 10:43:45,CF,97.7307179,PSI,0.2740208
H2O540,H2O,20240313 10:43:45,CM,72.2661341,TEMPCelsius,1.3785524
ELEC541,ELECTRIC,20240313 10:43:45,kWH,74.7955164,kVA,1.8819950
GPS541,GPS,20240313 10:43:45,Latitude,49.5711568,Longitude,-110.969395
GAS541,GAS,20240313 10:43:45,CF,83.7035002,PSI,0.6851208
H2O541,H2O,20240313 10:43:45,CM,26.1752070,TEMPCelsius,6.8198762
ELEC542,ELECTRIC,20240313 10:43:45,kWH,12.2152532,kVA,9.3733573
GPS542,GPS,20240313 10:43:45,Latitude,50.8872083,Longitude,-111.889676
GAS542,GAS,20240313 10:43:45,CF,52.893028,PSI,0.3804074
H2O542,H2O,20240313 10:43:45,CM,43.9594683,TEMPCelsius,-2.5142638
ELEC543,ELECTRIC,20240313 10:43:45,kWH,83.1182939,kVA,1.9670021
GPS543,GPS,20240313 10:43:45,Latitude,51.871940,Longitude,-111.8190491
GAS543,GAS,20240313 10:43:45,CF,70.911718,PSI,0.3077240
H2O543,H2O,20240313 10:43:45,CM,17.9465806,TEMPCelsius,-1.4632174
ELEC544,ELECTRIC,20240313 10:43:45,kWH,84.8840716,kVA,6.3650839
GPS544,GPS,20240313 10:43:45,Latitude,50.8045869,Longitude,-111.9759404
GAS544,GAS,20240313 10:43:45,CF,24.5977466,PSI,0.479605
H2O544,H2O,20240313 10:43:45,CM,48.2660290,TEMPCelsius,5.5876968
ELEC545,ELECTRIC,20240313 10:43:45,kWH,93.9560842,kVA,6.4784070
GPS545,GPS,20240313 10:43:45,Latitude,51.3852058,Longitude,-111.3010761
GAS545,GAS,20240313 10:43:45,CF,29.4751177,PSI,0.3680735
H2O545,H2O,20240313 10:43:45,CM,91.5844271,TEMPCelsius,14.6554610
ELEC546,ELECTRIC,20240313 10:43:45,kWH,59.897129,kVA,1.1722993
GPS546,GPS,20240313 10:43:45,Latitude,51.4806703,Longitude,-110.6344988
GAS546,GAS,20240313 10:43:45,CF,78.8952716,PSI,0.1555558
H2O546,H2O,20240313 10:43:45,CM,90.6523313,TEMPCelsius,13.5914239
ELEC547,ELECTRIC,20240313 10:43:45,kWH,19.5868834,kVA,6.5805629
GPS547,GPS,20240313 10:43:45,Latitude,50.1405810,Longitude,-111.4405416
GAS547,GAS,20240313 10:43:45,CF,60.5613787,PSI,1.2008065
H2O547,H2O,20240313 10:43:45,CM,47.2883428,TEMPCelsius,20.828953
ELEC548,ELECTRIC,20240313 10:43:45,kWH,87.92924,kVA,6.3674423
GPS548,GPS,20240313 10:43:45,Latitude,50.7356500,Longitude,-110.5522263
GAS548,GAS,20240313 10:43:45,CF,10.764294,PSI,1.4566638
H2O548,H2O,20240313 10:43:45,CM,27.8052555,TEMPCelsius,11.1885670
ELEC549,ELECTRIC,20240313 10:43:45,kWH,42.8685079,kVA,9.6567935
GPS549,GPS,20240313 10:43:45,Latitude,51.9015278,Longitude,-110.5943913
GAS549,GAS,20240313 10:43:45,CF,47.143136,PSI,0.4513752
H2O549,H2O,20240313 10:43:45,CM,17.6661205,TEMPCelsius,10.720055
ELEC550,ELECTRIC,20240313 10:43:45,kWH,5.6597633,kVA,2.3900096
GPS550,GPS,20240313 10:43:45,Latitude,49.8662227,Longitude,-110.5228777
GAS550,GAS,20240313 10:43:45,CF,73.3958235,PSI,1.9792070
H2O550,H2O,20240313 10:43:45,CM,95.2810845,TEMPCelsius,29.2162374
ELEC551,ELECTRIC,20240313 10:43:45,kWH,20.9432648,kVA,3.5278607
GPS551,GPS,20240313 10:43:45,Latitude,51.1481103,Longitude,-110.590918
GAS551,GAS,20240313 10:43:45,CF,83.4361216,PSI,0.947763
H2O551,H2O,20240313 10:43:45,CM,43.4623621,TEMPCelsius,20.9699629
ELEC552,ELECTRIC,20240313 10:43:45,kWH,9.4056312,kVA,9.1140214
GPS552,GPS,20240313 10:43:45,Latitude,49.2780715,Longitude,-110.3273117
GAS552,GAS,20240313 10:43:45,CF,14.7063191,PSI,0.5299225
H2O552,H2O,20240313 10:43:45,CM,18.232468,TEMPCelsius,23.8928272
ELEC553,ELECTRIC,20240313 10:43:45,kWH,9.9229896,kVA,9.5966414
GPS553,GPS,20240313 10:43:45,Latitude,50.8184765,Longitude,-110.8775172
GAS553,GAS,20240313 10:43:45,CF,25.4764972,PSI,1.3377041
H2O553,H2O,20240313 10:43:45,CM,23.100771,TEMPCelsius,21.4653063
ELEC554,ELECTRIC,20240313 10:43:45,kWH,43.9660777,kVA,7.4709975
GPS554,GPS,20240313 10:43:45,Latitude,50.9384718,Longitude,-110.9292027
GAS554,GAS,20240313 10:43:45,CF,38.6196111,PSI,0.2049428
H2O554,H2O,20240313 10:43:45,CM,55.8448363,TEMPCelsius,-2.4946846
ELEC555,ELECTRIC,20240313 10:43:45,kWH,99.3013121,kVA,5.9515648
GPS555,GPS,20240313 10:43:45,Latitude,50.5853703,Longitude,-110.7310131
GAS555,GAS,20240313 10:43:45,CF,17.6473349,PSI,0.2492365
H2O555,H2O,20240313 10:43:45,CM,6.9875226,TEMPCelsius,15.2730656
ELEC556,ELECTRIC,20240313 10:43:45,kWH,99.3832867,kVA,7.7408340
GPS556,GPS,20240313 10:43:45,Latitude,50.1796783,Longitude,-111.5393142
GAS556,GAS,20240313 10:43:45,CF,64.9846745,PSI,0.759899
H2O556,H2O,20240313 10:43:45,CM,63.741509,TEMPCelsius,15.7891725
ELEC557,ELECTRIC,20240313 10:43:45,kWH,32.6266064,kVA,1.8601910
GPS557,GPS,20240313 10:43:45,Latitude,49.6995978,Longitude,-110.4947732
GAS557,GAS,20240313 10:43:45,CF,92.900349,PSI,1.142578
H2O557,H2O,20240313 10:43:45,CM,50.5282856,TEMPCelsius,14.5428595
ELEC558,ELECTRIC,20240313 10:43:45,kWH,76.8793988,kVA,3.1508950
GPS558,GPS,20240313 10:43:45,Latitude,49.8953064,Longitude,-111.4562967
GAS558,GAS,20240313 10:43:45,CF,16.428358,PSI,1.490037
H2O558,H2O,20240313 10:43:45,CM,11.8577689,TEMPCelsius,18.3655422
ELEC559,ELECTRIC,20240313 10:43:45,kWH,41.2224134,kVA,3.5087164
GPS559,GPS,20240313 10:43:45,Latitude,49.3853886,Longitude,-110.9521602
GAS559,GAS,20240313 10:43:45,CF,8.226262,PSI,1.4093259
H2O559,H2O,20240313 10:43:45,CM,82.3838361,TEMPCelsius,17.915808
ELEC560,ELECTRIC,20240313 10:43:45,kWH,93.1289272,kVA,1.6941496
GPS560,GPS,20240313 10:43:45,Latitude,50.5536966,Longitude,-111.2766156
GAS560,GAS,20240313 10:43:45,CF,2.7573906,PSI,1.8506294
H2O560,H2O,20240313 10:43:45,CM,51.2108738,TEMPCelsius,1.9603044
ELEC561,ELECTRIC,20240313 10:43:45,kWH,89.359502,kVA,8.9650442
GPS561,GPS,20240313 10:43:45,Latitude,51.9415122,Longitude,-111.7260818
GAS561,GAS,20240313 10:43:45,CF,65.6459411,PSI,0.8408309
H2O561,H2O,20240313 10:43:45,CM,50.7400306,TEMPCelsius,23.5801492
ELEC562,ELECTRIC,20240313 10:43:45,kWH,59.8354960,kVA,7.1292502
GPS562,GPS,20240313 10:43:45,Latitude,50.2342496,Longitude,-110.7947826
GAS562,GAS,20240313 10:43:45,CF,62.8858462,PSI,1.3813489
H2O562,H2O,20240313 10:43:45,CM,25.4780959,TEMPCelsius,21.7699077
ELEC563,ELECTRIC,20240313 10:43:45,kWH,75.9943927,kVA,9.6377743
GPS563,GPS,20240313 10:43:45,Latitude,50.8601259,Longitude,-111.9357949
GAS563,GAS,20240313 10:43:45,CF,35.9031431,PSI,1.2249033
H2O563,H2O,20240313 10:43:45,CM,16.8719666,TEMPCelsius,23.7640395
ELEC564,ELECTRIC,20240313 10:43:45,kWH,61.4192844,kVA,8.1940698
GPS564,GPS,20240313 10:43:45,Latitude,50.7352864,Longitude,-111.2141264
GAS564,GAS,20240313 10:43:45,CF,79.7544159,PSI,0.4803038
H2O564,H2O,20240313 10:43:45,CM,91.1804111,TEMPCelsius,20.9518117
ELEC565,ELECTRIC,20240313 10:43:45,kWH,9.6882329,kVA,8.2518677
